url,md5
http://data.gdeltproject.org/events/20240124.export.CSV.zip,8a03659db81f5c9f058dd843a4c85fdd
http://data.gdeltproject.org/events/20240123.export.CSV.zip,db56bbe47a95f9b8950c3f31525a7261
http://data.gdeltproject.org/events/20240122.export.CSV.zip,6abc520843bc5206b771fd6a0f57faa3
http://data.gdeltproject.org/events/20240121.export.CSV.zip,28f8fd238914040f241317acfd8e9341
http://data.gdeltproject.org/events/20240120.export.CSV.zip,c9699ffdc49a32ddcad717bb87d7b68f
http://data.gdeltproject.org/events/20240119.export.CSV.zip,335893e8dd0225c6fead54b0ccb098d5
http://data.gdeltproject.org/events/20240118.export.CSV.zip,da4b46c739a09be28b50659742ff9de4
http://data.gdeltproject.org/events/20240117.export.CSV.zip,3f3b0a5976b3ce2e5d78ff6635224dee
http://data.gdeltproject.org/events/20240116.export.CSV.zip,fbbc89a8bc622fb1128fa2715572e5e4
http://data.gdeltproject.org/events/20240115.export.CSV.zip,aa809d167a303b04191d57e87cea2292
http://data.gdeltproject.org/events/20240114.export.CSV.zip,bcacad4ab428857e135c82cd6bc54830
http://data.gdeltproject.org/events/20240113.export.CSV.zip,114c04ed5c3b720b111a2ba0b29a85e6
http://data.gdeltproject.org/events/20240112.export.CSV.zip,bce1aeda652345579d5f58eaebedf596
http://data.gdeltproject.org/events/20240111.export.CSV.zip,805246edc859d06966696b5b841baa2e
http://data.gdeltproject.org/events/20240110.export.CSV.zip,a0b854ad4fa21bae3077e1a8a2fed8a4
http://data.gdeltproject.org/events/20240109.export.CSV.zip,30fac69a5546f0f094ed7aad9c6422f7
http://data.gdeltproject.org/events/20240108.export.CSV.zip,3d96b9ee168584663cee551c83a7d7bc
http://data.gdeltproject.org/events/20240107.export.CSV.zip,3c5077d2d4346991d5e9f3ef9edaa6a5
http://data.gdeltproject.org/events/20240106.export.CSV.zip,baba083d9106813cbc059f668d6ab4dc
http://data.gdeltproject.org/events/20240105.export.CSV.zip,7ed3f4d77f9f0501128ad485c11e6c58
http://data.gdeltproject.org/events/20240104.export.CSV.zip,fd09bb118f801eaedf8ce9315c11f460
http://data.gdeltproject.org/events/20240103.export.CSV.zip,25a40689f2626584f6135e095e238a4e
http://data.gdeltproject.org/events/20240102.export.CSV.zip,61cdab5b63b05d4af5117c58439c1d58
http://data.gdeltproject.org/events/20240101.export.CSV.zip,8e1b2cdd93f579df9e07431edf03eb71
http://data.gdeltproject.org/events/20231231.export.CSV.zip,ea76cde7956b08bfc2bba53a742a7ece
http://data.gdeltproject.org/events/20231230.export.CSV.zip,d5e0280735be6f9285b654a12a575b49
http://data.gdeltproject.org/events/20231229.export.CSV.zip,51bb04569a43dc6a2a15ced8528c1b12
http://data.gdeltproject.org/events/20231228.export.CSV.zip,1818d9e480c17c6a7f5be5e77caebcc8
http://data.gdeltproject.org/events/20231227.export.CSV.zip,aded370ffdda93f5526be27e3039546a
http://data.gdeltproject.org/events/20231226.export.CSV.zip,adcef8d7ba32ba854dec6eb4c11bb66e
http://data.gdeltproject.org/events/20231225.export.CSV.zip,22792cedc166df41a1bd53bc3f8b097e
http://data.gdeltproject.org/events/20231224.export.CSV.zip,132d76406c4eb8489bfcaccf9108c3ae
http://data.gdeltproject.org/events/20231223.export.CSV.zip,e60406747fa20e86efc9b1f5d60ec8aa
http://data.gdeltproject.org/events/20231222.export.CSV.zip,87348b661fd3bf3611d7d1d129f3cb46
http://data.gdeltproject.org/events/20231221.export.CSV.zip,07d7fcfebb170bf7c5fdeb113d0b27f6
http://data.gdeltproject.org/events/20231220.export.CSV.zip,e5befd73905be0524c20264a0a3a89d6
http://data.gdeltproject.org/events/20231219.export.CSV.zip,c010629a47cd3dc8234fddde274a4ec3
http://data.gdeltproject.org/events/20231218.export.CSV.zip,b0c4493166142cb115f5045b130dc7af
http://data.gdeltproject.org/events/20231217.export.CSV.zip,b218e04996185a07d618d8c539087824
http://data.gdeltproject.org/events/20231216.export.CSV.zip,891a7d04626c54b145e4b7fb3d6d260f
http://data.gdeltproject.org/events/20231215.export.CSV.zip,10f59ba331ad052692b298b7991be04f
http://data.gdeltproject.org/events/20231214.export.CSV.zip,f354626606a760feac6538c70e11faa7
http://data.gdeltproject.org/events/20231213.export.CSV.zip,9ba16808e4e9d3828f0325ace849937c
http://data.gdeltproject.org/events/20231212.export.CSV.zip,dbd2ac01c56fa268952d9649286f274a
http://data.gdeltproject.org/events/20231211.export.CSV.zip,3ae373edc7b7464329a1edffc3a837e3
http://data.gdeltproject.org/events/20231210.export.CSV.zip,061d8d5347dfe6d819c23c55fbf866db
http://data.gdeltproject.org/events/20231209.export.CSV.zip,9b87ddd5a31bfc893acf99cfadfce795
http://data.gdeltproject.org/events/20231208.export.CSV.zip,016d529efad373602be7dc9e3cbc8620
http://data.gdeltproject.org/events/20231207.export.CSV.zip,223f742f769ca8091e3bedebb561047a
http://data.gdeltproject.org/events/20231206.export.CSV.zip,548b72a9b0a281f01ab673db2372f2d2
http://data.gdeltproject.org/events/20231205.export.CSV.zip,62e3fb58d3ea9c0cd4a0b6b0512236ae
http://data.gdeltproject.org/events/20231204.export.CSV.zip,75f212bbf2eb115500411b6b7ed790fa
http://data.gdeltproject.org/events/20231203.export.CSV.zip,dda2c5db53d77b01af6b604cec1a7acd
http://data.gdeltproject.org/events/20231202.export.CSV.zip,236167b6192085bb3cb5ec74738a6c63
http://data.gdeltproject.org/events/20231201.export.CSV.zip,c33caeb5f1b195bcb9303ca0d674e2ad
http://data.gdeltproject.org/events/20231130.export.CSV.zip,bb7c6afb098fd5f9a9413903a0e4dcd9
http://data.gdeltproject.org/events/20231129.export.CSV.zip,5f46953683c6d35826fe5d076e5f3574
http://data.gdeltproject.org/events/20231128.export.CSV.zip,be8252d0c48ea735c0eda1b8acf26dad
http://data.gdeltproject.org/events/20231127.export.CSV.zip,53a3b3ed99b399aa001b62da55de92cc
http://data.gdeltproject.org/events/20231126.export.CSV.zip,241b5cca9e3445c6a210530107ad719c
http://data.gdeltproject.org/events/20231125.export.CSV.zip,92132e11501e281c95c7f815ea5fb805
http://data.gdeltproject.org/events/20231124.export.CSV.zip,618c5c7695e6f952b87d9208f32a3f4b
http://data.gdeltproject.org/events/20231123.export.CSV.zip,45723470a0abdfb29d627b617acde4f9
http://data.gdeltproject.org/events/20231122.export.CSV.zip,9cde15cfb8bb3f62e80bbd4a3da74170
http://data.gdeltproject.org/events/20231121.export.CSV.zip,5b54f0e56a87d74be6c29b63a157eab5
http://data.gdeltproject.org/events/20231120.export.CSV.zip,228ef30f783b3c8b394a6daaf25a3de1
http://data.gdeltproject.org/events/20231119.export.CSV.zip,5aa4387b31e3b1b57ae12bd1abfd65df
http://data.gdeltproject.org/events/20231118.export.CSV.zip,dc9c566c73eb5c2f2e5a673af0c2157b
http://data.gdeltproject.org/events/20231117.export.CSV.zip,fe67766491ff40b51b7f4c02439c58d6
http://data.gdeltproject.org/events/20231116.export.CSV.zip,8268e6f062503ded7b74dace5d3adb51
http://data.gdeltproject.org/events/20231115.export.CSV.zip,ed2ad8b0cb9c333b2394778a44c72200
http://data.gdeltproject.org/events/20231114.export.CSV.zip,7d2c72a65fb90d727005512b4476942f
http://data.gdeltproject.org/events/20231113.export.CSV.zip,80d72090bacf977749f05d8b26c59b91
http://data.gdeltproject.org/events/20231112.export.CSV.zip,98b867c255df6a74a6b675676bcc1116
http://data.gdeltproject.org/events/20231111.export.CSV.zip,6d5a92f9c77bf87a72ed3fa285f0ebd7
http://data.gdeltproject.org/events/20231110.export.CSV.zip,092a061b4e06bde398e4ad15be70016b
http://data.gdeltproject.org/events/20231109.export.CSV.zip,a0553e1a9e2036222d122875b1e5cb3b
http://data.gdeltproject.org/events/20231108.export.CSV.zip,8f5893de171de1f432207e9c901437fc
